Id,SalePrice
1,208742.86
2,176903.36
3,210964.92
4,141796.86
5,287879.6
6,146790.52
7,304483.4
8,201135.02
9,128641.0
10,122379.41
11,127216.99
12,350450.4
13,142669.6
14,268609.47
15,150069.36
16,131440.6
17,149650.17
18,93118.51
19,155212.02
20,114369.086
21,326120.56
22,138803.17
23,227765.61
24,130788.125
25,152426.95
26,257194.06
27,134431.3
28,298926.38
29,206737.72
30,67750.12
31,40338.535
32,138116.53
33,180472.67
34,165295.36
35,294934.22
36,309616.84
37,144251.58
38,150567.08
39,110330.55
40,84207.734
41,157275.73
42,169920.81
43,143260.1
44,130587.96
45,142373.44
46,262984.1
47,241280.06
48,253368.23
49,112525.63
50,127551.92
51,176915.0
52,115491.34
53,124229.11
54,352214.12
55,119972.64
56,167252.77
57,213412.23
58,195700.2
59,395088.84
60,123814.07
61,157729.81
62,87864.05
63,202829.34
64,141093.12
65,220934.89
66,312677.62
67,182493.31
68,219571.23
69,79333.5
70,226333.25
71,245996.67
72,127984.0
73,185572.72
74,145684.84
75,108180.55
76,91033.08
77,130451.04
78,125860.586
79,136456.64
80,110053.43
81,184520.05
82,156591.61
83,243310.48
84,126911.86
85,168603.3
86,253263.62
87,173164.02
88,166217.12
89,85053.18
90,119291.75
91,107629.48
92,99193.61
93,161270.38
94,134597.03
95,203049.98
96,183733.55
97,240705.95
98,97742.86
99,82695.31
100,127140.336
101,207361.11
102,176528.88
103,118662.58
104,200799.62
105,169183.31
106,250812.66
107,98714.11
108,95400.164
109,119327.7
110,191729.5
111,135237.28
112,179850.17
113,380603.1
114,205966.89
115,257275.27
116,174388.73
117,138890.03
118,151306.1
119,321996.7
120,165461.6
121,179629.39
122,100474.74
123,144285.98
124,157478.8
125,171864.94
126,84166.15
127,128371.016
128,86189.81
129,154011.19
130,149482.28
131,226409.03
132,233600.06
133,148779.98
134,220385.22
135,177934.3
136,175178.0
137,142809.81
138,171215.64
139,229051.23
140,229942.67
141,102266.28
142,263666.16
143,120352.76
144,209596.44
145,124902.445
146,131478.7
147,104837.45
148,220498.11
149,147805.44
150,115113.734
151,123579.32
152,369789.9
153,193949.6
154,235614.83
155,124798.14
156,78499.83
157,108730.805
158,268463.0
159,250892.8
160,300627.12
161,161703.44
162,398186.8
163,224818.12
164,100169.63
165,150829.66
166,128879.59
167,190814.89
168,329802.44
169,187533.83
170,229149.98
171,128784.375
172,214786.78
173,235588.77
174,162033.64
